input_sentence,label_sentence
نحن لسنا ضد الحجاب ولكن كل النقاش كان عن <extra_id_0> </s>,<extra_id_0> النقاب يا </s>
قطر كلها خطر فجهزوا <extra_id_0> </s>,<extra_id_0> العده </s>
فالعرسان يريدون تحسين وضعهم المالي وألأقتصادي ولم <extra_id_0> بقول الله تعالى ( نحن نرزقكم وإياهم <extra_id_1> </s>,<extra_id_0> يؤمنوا <extra_id_1> ) وألآخرين </s>
فالواجب <extra_id_0> المرأة أن تستر وجهها عن من ليسوا بمحارمها … فعلم بهذا أن الوجه أولى ما يجب حجابه ، وهناك أدلة من كتاب الله وسنة نبيه صلى الله عليه وسلم <extra_id_1> الصحابة وأقوال أئمة الإسلام وعلماء الإسلام تدل على <extra_id_2> جميع بدنها على من <extra_id_3> </s>,<extra_id_0> على <extra_id_1> وأقوال <extra_id_2> وجوب احتجاب المرأة في <extra_id_3> ليسوا بمحارمها </s>
والله الناس كانت حركتها من بعد الفطور مباشره المقاهي امتلأت عن بكره ابيها <extra_id_0> </s>,<extra_id_0> تنتظر موعد </s>
واصلت أسعار القمح اليوم <extra_id_0> تراجعها من أعلى مستوى في عامين ، حيث <extra_id_1> خطة روسية لمراجعة قيود تصدير القمح في أكتوبر / تشرين الأول القادم بعض المخاوف بشأن الحظر والتي أوقدت شرارة موجة <extra_id_2> </s>,<extra_id_0> الاثنين <extra_id_1> خففت <extra_id_2> صعود حاد في الأسعار </s>
''عادل امامالزعيم وكوميديان مصر <extra_id_0> </s>,<extra_id_0> الاول'' </s>
هذا ما يهدف له الغرب من فصل الدين عن الدنيا والحياة . وإذا ترون أن الحجاب والنقاب ليس لهما داع فلا بأس <extra_id_0> . او أنه أمامي ذلك الذي يعلي كلامه على <extra_id_1> </s>,<extra_id_0> بذلك <extra_id_1> كلام الله . . </s>
''هاام.لافروف.. في حال رفض الارهابيون الخروج طوعا من حلب <extra_id_0> </s>,<extra_id_0> سيتم تدميرهم.'' </s>
"مركز فلسطين <extra_id_0> وحفظ المعلومات <extra_id_1> التحرير الفلسطينية : احمد عبد الكريم الحيح , , بن بيلا , , رئيس ادارة الصحافة والاعلام ورئيس ادارة الشؤون الاسيوية : موبايل : 0021698639527 : info . dept . <extra_id_2> </s>",<extra_id_0> لتحليل <extra_id_1> : منظمة <extra_id_2> pmofa USER . </s>
امس قدم مباره لا اروع ولا احلى ولا اجمل واستحق <extra_id_0> </s>,<extra_id_0> الفوز بعد </s>
"في <extra_id_0> المنتخب الوطني في السعي للحصول على <extra_id_1> في بطولة غرب اسيا , لكن لن تكون هناك نكهه بغياب بيكاسو ( رأفت علي ) وانت تعرف انه الافضل ويحق له البقاء في المستطيل <extra_id_2> ، نعم سنتابع جميع المباريات وكلنا <extra_id_3> </s>",<extra_id_0> البدايه التوفيق لك ولافراد <extra_id_1> الفوز <extra_id_2> الاخضر <extra_id_3> رأفت </s>
الم اقل لكم بالامس <extra_id_0> </s>,<extra_id_0> بأن </s>
صحيح ان الصورة انعكست سلبا على العقبة واستفادت سوريا من القرار السابق وهو الغاء الضريبة لكن مش هون المشكلة المشكلة في اسعارنا والله يا <extra_id_0> اسعارها نار <extra_id_1> السياحية مثل حمامات <extra_id_2> دنانير مش حرام بالعكس بتروح عسوريا وبتشم الهواء وبتوكل وبتشرب باقل من نص اسعارنا بالمختصر خففي يا حكومة الضريبة بوجه عام <extra_id_3> كل شي وشوفوا بلدنا كيف راح <extra_id_4> </s>,<extra_id_0> اخوان العقبة <extra_id_1> حتى المناطق <extra_id_2> معين الدخولية عشرة <extra_id_3> وعلى <extra_id_4> تنتعش الله </s>
و على فكرة . <extra_id_0> </s>,<extra_id_0> . </s>
'ولا تنس أن '' الدين <extra_id_0> </s>,<extra_id_0> النصيحة' </s>
الرئيس الفرنسي صاحب الفكرة والمشروع وتكليف السفير السابق في <extra_id_0> جان كلود كوسيران بمهمة إطلاق المسار السوري - الإسرائيلي وتحريكه <extra_id_1> ساركوزي هذا ’ يدرك أن المفاوضات المباشرة على المسار السوري لن تنتهي بالانسحاب الإسرائيلي من الجولان ولكنه يعلم بأن لها وظيفة مؤقتة وهي : شراء <extra_id_2> فرصة لصديقته «إسرائيل» للتهرب <extra_id_3> وتخويف الجانب الفلسطيني وإجباره على التنازل والتراجع أو <extra_id_4> المطروحة لعودة المفاوضات المباشرة دون شروط ودون المتطلبات <extra_id_5> </s>,<extra_id_0> دمشق <extra_id_1> ’ <extra_id_2> الوقت وإعطاء <extra_id_3> من الالتزامات والمسئوليات الدولية <extra_id_4> القبول بالشروط <extra_id_5> الفلسطينية </s>
ونحن نواصل جهودنا للتوصل إلى معادلة <extra_id_0> </s>,<extra_id_0> تساعدنا </s>
الف سلامة عليك ياعبد الهادي المحارمة انت وزبن الخوالدة وسليمان العزام <extra_id_0> اكبر المصايب وبالسلامة <extra_id_1> </s>,<extra_id_0> الله يجعلها <extra_id_1> انشاء </s>
قبل رمضان باسبوع <extra_id_0> </s>,<extra_id_0> والاسعار </s>
3 - الوحدات ومنذ الدقيقه الاولى كان الخوف <extra_id_0> </s>,<extra_id_0> واضح </s>
من الغباء لمدرب قدير ان يبرر الان استبعاد لاعب محترف ( حسن عبد الفتاح ) مع ان نادي الكرامه السوري يعتبر من الفرق القوية بالوطن العربي واذا اختار حسن <extra_id_0> الفتاح فهذا شرف لناوكان <extra_id_1> عدنان ان يختار الاعب <extra_id_2> </s>,<extra_id_0> عبد <extra_id_1> على المدرب <extra_id_2> دون اي مبرر </s>
الشيخ حسين كبير وفريق عتيق يملك من <extra_id_0> الكثير نشكر الادارة المخلصة والخبيرة وخاصة رجل المهمات <extra_id_1> </s>,<extra_id_0> الخبرة <extra_id_1> الصعبة ابو </s>
اذا كان عباس غير مقتنع بالمفاوضات و عليه ضغط كبير من امريكا اذا لماذا يذهب عكس قناعاته . <extra_id_0> لا يعتزل و يرتاح من الضغوط الامريكيه و يرتاح <extra_id_1> </s>,<extra_id_0> لماذا <extra_id_1> من تأنيب الضمير ؟ </s>
وعودة للزيتون فان <extra_id_0> عن وقف التصدير <extra_id_1> من الانانية واللا منطق لان حجم الصادرات من الزيتون لايتجاوز 11 - 12 الف طن من اصل 270 الف طن انتاج وهذا حسب وزارة الزراعة وبالتالي فان تاثيرة <extra_id_2> </s>,<extra_id_0> الحديث <extra_id_1> فية شيئ <extra_id_2> محدود من ناحية </s>
''رادار جيزان + طقس العرب سحب ممطرة خفيف <extra_id_0> </s>,<extra_id_0> ومتفرقه URL </s>
لم يرد أي إتفاق يجزم تغطية الوجه <extra_id_0> أنا أشك أن تقوم مصر أو سوريا بمثل هكذا قرار يخالف الشرع <extra_id_1> </s>,<extra_id_0> و <extra_id_1> ! ! </s>
ما قام به الاخوان <extra_id_0> </s>,<extra_id_0> عين </s>
هل عرفتم <extra_id_0> يتجول الكلب حازم عبد العظيم باريحية فى يده المولوتوف والحجارة عند قصر مرسى ؟ عصابة السيسى كبيرة انتخبوا <extra_id_1> </s>,<extra_id_0> كيف كان <extra_id_1> العرص اليهودى </s>
''RT USER : شرك الرافضه في عاشوراعاشوراالعراقالكويتايرانمصري في حسينية😄😄جاي <extra_id_0> </s>,<extra_id_0> ياكل URL </s>
من وجهة نظري الشخصيه اعتبر لبس النقاب امر يدعو الى الشك والريبه <extra_id_0> طبعا لجميع من <extra_id_1> </s>,<extra_id_0> مع احترامي <extra_id_1> يلبس </s>
وأن يسهر على محاسبة قانونية <extra_id_0> وعلنية لمن ارتكبوا العنف واعتدوا على كنيسة دهشور وأن لا ينتهي الحال إلى اللا عقاب واللا <extra_id_1> </s>,<extra_id_0> ناجزة <extra_id_1> عدالة كأحداث سابقة </s>
تحياتي <extra_id_0> الغلابى ، ، عنجد المواطن عظامه ذهب وبقدر يدفع <extra_id_1> بتوفير اكبر قدر ممكن من الايرادات لتغطية العجر بالميزانية ، ، اتمنى مواطن يحكيلي كم عدد الضرائب التي يدفعها حريق الحرسي هالمواطن الغني بحبه للوطن واللي <extra_id_2> </s>,<extra_id_0> للمواطنين <extra_id_1> ليرضي الحكومة <extra_id_2> ما بقدر يعترض </s>
اليهود الارهابيين هم الذين اطلقوا الصواريخ لاثارة الفتن وصرف الانظار <extra_id_0> اجواء المنطقة . غير هذا الكلام لا نصدق شيئا <extra_id_1> </s>,<extra_id_0> وتوتير <extra_id_1> مما يبثه </s>
''تنزل بوكيمون قو وتجمع اكبر كمية من البوكيمونات.. <extra_id_0> </s>,<extra_id_0> URL </s>
''RT USER : المرصد الايرانيحقوق وحريات | تسجيل 5200 ملف إغتصاب للمحارم في إيران''ترجمة <extra_id_0> </s>,<extra_id_0> خاصة'' URL </s>
''«أوبر»: وقف السائق المتهم بمحاولة قتل وسرقة نجل إبراهيم حسن | الموجز via USER <extra_id_0> </s>,<extra_id_0> URL URL </s>
هذا ما تحدثت عنه اللجنة الأولمبية لمدة أكثر من عام . الإتحاد السابق لم يبني منتخب متكامل ولا <extra_id_0> والان هذه <extra_id_1> </s>,<extra_id_0> يوجد فريق رديف <extra_id_1> هي </s>
- الاجماع <extra_id_0> الغاء عقوبة الاعدام <extra_id_1> في الغرب وفي الدول العلمانية ومنها بعض الدول العربية . . اما نحن فالواجب ان نطبق الشريعة الاسلامية ونظام العقوبات في الاسلام والتي تصلح في كل زمان ومكان والتي تقضي بان يقتل <extra_id_2> لغيره <extra_id_3> </s>,<extra_id_0> على <extra_id_1> موجود <extra_id_2> القاتل كعقوبة رادعة <extra_id_3> من افراد </s>
ولكن هنا السؤال وعلى فرض ان كلام معالي <extra_id_0> </s>,<extra_id_0> لوزير </s>
اللهم اجعل في قلبي نورا و في <extra_id_0> </s>,<extra_id_0> لساني </s>
اذا لعب رأفت علي مثل لعبه بالدرع المارد سوف يفوز بالاجملة وايضا المباراة ليست للوحدات فقط انها <extra_id_0> الفذ الماكر ادرغان <extra_id_1> </s>,<extra_id_0> للمدرب <extra_id_1> وكل التوفيق للمارد </s>
حسبي الله ونعم الوكيل واللهم ارحم المواطن <extra_id_0> اهله الصبر والسلوان يا رب والله حرام يعني ما فكرو بالضحيه المسكين وتيتيم <extra_id_1> </s>,<extra_id_0> والهم <extra_id_1> اطفاله وترميل </s>
والعزاء لأهل الفقيد إنا لله وإنا <extra_id_0> </s>,<extra_id_0> إليه </s>
